ubigeo,periodo,departamento,provincia,distrito,ranking,irsip,nivel,percentil,rezago_conflictos,ejecucion_pct,canon_pc,mineria_pc,monto_canon,canon_12m,pim_canon,devengado_canon,mineria_12m,poblacion,n_rezago_conflictos,n_ejecucion_canon,n_canon_pc,n_mineria_pc,contrib_rezago,contrib_ejecucion,contrib_canon,contrib_mineria,irsip_bruto
100705,2026-02-01,Huánuco,Marañón,Santa Rosa de Alto Yanajanca,383,26.27,Bajo,79.8,0,0,7.979089376053963,0,3681.79,23658,239607,0,0,2965,0,0,0.18561989243424376,0,0,-0,0.020603808060201057,0,0.020603808060201057
100602,2026-02-01,Huánuco,Leoncio Prado,Daniel Alomía Robles,384,26.26,Bajo,79.7,0,0,7.926870107277474,0,8488.27,54679.55000000002,407971,0,0,6898,0,0,0.18512663402707993,0,0,-0,0.020549056377005874,0,0.020549056377005874
021701,2026-02-01,Áncash,Recuay,Recuay,385,26.24,Bajo,79.7,0,5.671564832642629,641.8876370463078,175647.7652756309,202823.72999999998,2564341.1099999994,4372589,204182.22,701712822.2761455,3995,0,0.7366472765732417,0.5468192102216258,0.7449727762067784,0,-0.12302009518773137,0.06069693233460047,0.0826919781589524,0.020368815305821505
101101,2026-02-01,Huánuco,Yarowilca,Chavinillo,386,26.24,Bajo,79.6,0,0,7.788441669032073,0,2687.82,27438.679999999993,181452,0,0,3523,0,0,0.18380495671492408,0,0,-0,0.020402350195356574,0,0.020402350195356574
030414,2026-02-01,Apurímac,Aymaraes,Tapairihua,387,26.22,Bajo,79.6,1,5.336712236039994,846.7599210206562,0,47834.3,1393766.83,4907609,0,0,1646,0.125,0.7149656266525648,0.5702132631498763,0,0.076375,-0.11939925965097833,0.06329367220963628,0,0.02026941255865794
021302,2026-02-01,Áncash,Mariscal Luzuriaga,Casca,388,26.21,Bajo,79.5,0,0.26384629888359573,1860.9303481359639,0,557439.1900000001,6788673.909999996,17645311,46556.5,0,3648,0,0.30248545742993127,0.6367495769850797,0,0,-0.05051507139079853,0.07067920304534385,0,0.020164131654545323
230406,2026-02-01,Tacna,Tarata,Susapaya,389,26.2,Bajo,79.5,0,0.3741633408632877,2304.7166880341883,0,81680.58,1078607.4100000001,1888015,7064.26,0,468,0,0.31464833421470123,0.6548285040468071,0,0,-0.05254627181385511,0.07268596394919559,0,0.020139692135340483
020203,2026-02-01,Áncash,Aija,Huacllan,390,26.19,Bajo,79.4,0,0.2374605024031003,1733.0728089887639,0,30741.57,462730.43999999994,1263368,3000,0,267,0,0.2993125330512956,0.6307332772625623,0,0,-0.049985193019566374,0.07001139377614442,0,0.020026200756578044
030601,2026-02-01,Apurímac,Chincheros,Chincheros,391,26.17,Bajo,79.3,0,0.03407401842679989,1116.4258549905844,0,1012648.22,5928221.290000003,8945232,3048,0,5310,0,0.27551560021152827,0.5935699340425786,0,0,-0.04601110523532522,0.06588626267872623,0,0.019875157443401008
220805,2026-02-01,San Martín,Rioja,Pardo Miguel,392,26.07,Bajo,79.3,0,0,6.737792223141471,0,4018.25,114016.91999999998,814856,0,0,16922,0,0,0.17303757410566661,0,0,-0,0.019207170725728993,0,0.019207170725728993
220802,2026-02-01,San Martín,Rioja,Awajun,393,26.06,Bajo,79.2,0,0,6.63406009436305,0,1956.27,53430.72,549626,0,0,8054,0,0,0.17189618491361702,0,0,-0,0.01908047652541149,0,0.01908047652541149
101105,2026-02-01,Huánuco,Yarowilca,Jacas Chico,394,26.05,Bajo,79.2,0,0,6.622366522366521,0,708.5799999999999,4589.299999999999,63305,0,0,693,0,0,0.17176654625436402,0,0,-0,0.019066086634234407,0,0.019066086634234407
021509,2026-02-01,Áncash,Pallasca,Pampas,395,26.04,Bajo,79.1,0,3.5456912743541653,725.4304704037628,5095.275541535082,158153.06,1850573.129999999,3728469,75500,12998047.906455996,2551,0,0.6065573770491803,0.5571512162904463,0.5265947328146141,0,-0.10129508196721312,0.06184378500823954,0.05845201534242217,0.019000718383448585
080908,2026-02-01,Cusco,La Convención,Santa Teresa,396,26.04,Bajo,79.1,1,4.117012830478474,215.87620679639858,0,104702.33,1486523.5600000005,30215319,1243968.56,0,6886,0.125,0.6462189317821259,0.45492311341685704,0,0.076375,-0.10791856160761502,0.05049646558927113,0,0.018952903981656104
100108,2026-02-01,Huánuco,Huánuco,San Pedro de Chaulan,397,26.03,Bajo,79,0,0,6.517108540925263,0,2274.6,14650.459999999992,417476,0,0,2248,0,0,0.17059058965333873,0,0,-0,0.0189355554515206,0,0.0189355554515206
100607,2026-02-01,Huánuco,Leoncio Prado,Pucayacu,398,26.03,Bajo,79,0,0,6.48050279329609,0,4767.31,25520.22,318509,0,0,3938,0,0,0.1701777626231414,0,0,-0,0.018889731651168695,0,0.018889731651168695
100507,2026-02-01,Huánuco,Huamalíes,Monzón,399,26,Bajo,78.9,0,0,6.298599538309332,0,10893.87,57298.359999999986,677127,0,0,9097,0,0,0.16809588871443834,0,0,-0,0.018658643647302655,0,0.018658643647302655
131002,2026-02-01,La Libertad,Santiago de Chuco,Angasmarca,400,26,Bajo,78.9,0,2.5689808026153558,1067.8906232356135,446.5102383897309,79876.48999999999,4917636.32,7061066,181397.43,2056179.6477847109,4605,0,0.5304071919619249,0.5898145399899176,0.37653187468910165,0,-0.08857800105764146,0.06546941393888085,0.04179503809049028,0.01868645097172967
100610,2026-02-01,Huánuco,Leoncio Prado,Santo Domingo de Anda,401,25.98,Bajo,78.8,0,0,6.215364517488413,0,2764.48,14749.060000000005,366377,0,0,2373,0,0,0.16712590400838637,0,0,-0,0.018550975344930887,0,0.018550975344930887
220101,2026-02-01,San Martín,Moyobamba,Moyobamba,402,25.98,Bajo,78.8,0,0,6.194738109117604,0,20299.83,573843.3700000001,5207218,0,0,92634,0,0,0.1668838028257428,0,0,-0,0.018524102113657452,0,0.018524102113657452
151016,2026-02-01,Lima,Yauyos,Huantan,403,25.94,Bajo,78.7,0,1.7575914478369086,278.9573727933538,513.5227097116492,44399.96,268635.9499999997,1610727,13230,494522.3694523182,963,0,0.4632469592808038,0.4765144232118277,0.38513999225230255,0,-0.07736224219989424,0.052893100976512876,0.04275053914000558,0.01828139791662422
100801,2026-02-01,Huánuco,Pachitea,Panao,404,25.93,Bajo,78.7,0,0,5.933283072211095,0,15914.49,100735.27999999997,9738134,0,0,16978,0,0,0.1637533631604378,0,0,-0,0.018176623310808594,0,0.018176623310808594
100606,2026-02-01,Huánuco,Leoncio Prado,Mariano Damaso Beraun,405,25.9,Bajo,78.6,0,0,5.762566005176878,0,12212.109999999999,66788.14000000001,451692,0,0,11590,0,0,0.16164497509314854,0,0,-0,0.017942592235339488,0,0.017942592235339488
030404,2026-02-01,Apurímac,Aymaraes,Chapimarca,406,25.89,Bajo,78.6,0,0.1178479456667546,1105.4765824384083,0,76697.52,1749969.4300000002,6364133,7500,0,1583,0,0.28662083553675305,0.5927371869576146,0,0,-0.04786567953463776,0.06579382775229521,0,0.017928148217657452
021206,2026-02-01,Áncash,Huaylas,Pamparomas,407,25.86,Bajo,78.5,0,3.3156262994544266,641.6971679344651,3164.4707660660747,444044.18,5483302.3000000045,13438332,438057.37,27040402.69603461,8545,0,0.588048651507139,0.5467941512118515,0.49721786568928783,0,-0.09820412480169223,0.06069415078451552,0.05519118309151095,0.017681209074334236
021001,2026-02-01,Áncash,Huari,Huari,408,25.84,Bajo,78.5,0,1.0001988583600103,5288.341372448458,0,3631053.5100000002,51556040.04000002,98547529,938775.56,0,9749,0,0.3770491803278688,0.7250461487393622,0,0,-0.0629672131147541,0.08048012251006921,0,0.017512909395315107
100601,2026-02-01,Huánuco,Leoncio Prado,Rupa-Rupa,409,25.82,Bajo,78.4,0,0,5.385003288998701,0,51748.85,335641.87,4813656,0,0,62329,0,0,0.15678646468514237,0,0,-0,0.017403297580050804,0,0.017403297580050804
101107,2026-02-01,Huánuco,Yarowilca,Pampamarca,410,25.82,Bajo,78.3,0,0,5.383803486529319,0,522.3,3397.1800000000003,57142,0,0,631,0,0,0.15677057191822938,0,0,-0,0.017401533482923462,0,0.017401533482923462
100322,2026-02-01,Huánuco,Dos de Mayo,Sillapata,411,25.8,Bajo,78.3,0,0,5.309445392491466,0,1170.04,6222.669999999998,81202,0,0,1172,0,0,0.15577973883680277,0,0,-0,0.017291551010885108,0,0.017291551010885108
220801,2026-02-01,San Martín,Rioja,Rioja,412,25.8,Bajo,78.2,0,0,5.2788224339230725,0,5363.179999999999,147395.28000000003,1934421,0,0,27922,0,0,0.15536828406305841,0,0,-0,0.017245879530999483,0,0.017245879530999483
220808,2026-02-01,San Martín,Rioja,Yorongos,413,25.8,Bajo,78.2,0,0,5.276242144951819,0,439.48999999999995,12594.389999999992,196835,0,0,2387,0,0,0.15533352328589609,0,0,-0,0.017242021084734466,0,0.017242021084734466
050804,2026-02-01,Ayacucho,Pàucar del Sara Sara,Lampa,414,25.78,Bajo,78.1,0,0.24102671560568223,1295.5817267441862,0,49402.07,2228400.5700000003,6137162,14792.199999999999,0,1720,0,0.3003701745108408,0.606145621940384,0,0,-0.050161819143310415,0.06728216403538263,0,0.017120344892072217
040608,2026-02-01,Arequipa,Condesuyos,Yanaquihua,415,25.76,Bajo,78.1,0,4.205031955798321,1479.2171448467968,4286.135701437933,237169.08000000002,5310389.550000001,8891970,268390.18,15387227.168162178,3590,0,0.6515071390798519,0.6173473861008636,0.5159292293620852,0,-0.10880169222633528,0.06852555985719586,0.057268144459191456,0.016992012090052036
101103,2026-02-01,Huánuco,Yarowilca,Chacabamba,416,25.76,Bajo,78,0,0,5.091210084033608,0,577.4,3029.269999999997,100399,0,0,595,0,0,0.15280283166083203,0,0,-0,0.016961114314352356,0,0.016961114314352356
020514,2026-02-01,Áncash,Bolognesi,San Miguel de Corpanqui,417,25.75,Bajo,78,0,0.6161645643174263,2305.9303910614526,0,58024.950000000004,825523.0800000001,1880991,11590,0,358,0,0.33421470121628766,0.6548730083795656,0,0,-0.05581385510312004,0.07269090393013179,0,0.01687704882701175
220807,2026-02-01,San Martín,Rioja,San Fernando,418,25.75,Bajo,77.9,0,0,5.0660221914008305,0,690.47,18263.009999999995,154000,0,0,3605,0,0,0.1524524044542519,0,0,-0,0.01692221689442196,0,0.01692221689442196
100202,2026-02-01,Huánuco,Ambo,Cayna,419,25.72,Bajo,77.9,0,0,4.901711111111112,0,1684.4,8823.080000000002,128285,0,0,1800,0,0,0.1501300831028736,0,0,-0,0.01666443922441897,0,0.01666443922441897
100803,2026-02-01,Huánuco,Pachitea,Molino,420,25.7,Bajo,77.8,0,0,4.840178611297166,0,7576.12,43358.32000000001,629228,0,0,8958,0,0,0.14924372215412218,0,0,-0,0.01656605315910756,0,0.01656605315910756
220804,2026-02-01,San Martín,Rioja,Nueva Cajamarca,421,25.69,Bajo,77.8,0,0,4.761754098684081,0,9048.24,241359.03000000003,1201147,0,0,50687,0,0,0.1481004011629495,0,0,-0,0.016439144529087395,0,0.016439144529087395
220806,2026-02-01,San Martín,Rioja,Posic,422,25.69,Bajo,77.7,0,0,4.790782720273738,0,415.55,11200.849999999999,164455,0,0,2338,0,0,0.14852540225212674,0,0,-0,0.016486319649986068,0,0.016486319649986068
021101,2026-02-01,Áncash,Huarmey,Huarmey,423,25.67,Bajo,77.7,0,0.02918694889365249,753.1589552654485,0,1754305.34,21634490.99000001,30835700,9000,0,28725,0,0.2744579587519831,0.5603191957331004,0,0,-0.04583447911158118,0.062195430726374144,0,0.016360951614792965
100311,2026-02-01,Huánuco,Dos de Mayo,Marías,424,25.66,Bajo,77.6,0,0,4.644783901211983,0,3890.56,20311.64,94382,0,0,4373,0,0,0.14636589170768416,0,0,-0,0.016246613979552942,0,0.016246613979552942
100511,2026-02-01,Huánuco,Huamalíes,Tantamayo,425,25.66,Bajo,77.6,0,0,4.646029654036246,0,1068.13,5640.2800000000025,94729,0,0,1214,0,0,0.14638455321513394,0,0,-0,0.01624868540687987,0,0.01624868540687987
100509,2026-02-01,Huánuco,Huamalíes,Puños,426,25.65,Bajo,77.5,0,0,4.608251170476454,0,2651.5099999999998,16732.560000000005,312831,0,0,3631,0,0,0.14581678839273818,0,0,-0,0.016185663511593937,0,0.016185663511593937
100110,2026-02-01,Huánuco,Huánuco,Yarumayo,427,25.64,Bajo,77.4,0,0,4.5584200385356475,0,1098.76,7097.460000000003,175934,0,0,1557,0,0,0.1450620090898938,0,0,-0,0.01610188300897821,0,0.01610188300897821
240101,2026-02-01,Tumbes,Tumbes,Tumbes,428,25.64,Bajo,77.4,2,7.722274636067139,0.016402121157648775,0,141.92,2007.390000000003,24981737,1350182.23,0,122386,0.25,0.8191433104177683,0.0013758545527384725,0,0.15275,-0.13679693283976732,1.5271985535397046e-4,0,0.016105787015586646
100404,2026-02-01,Huánuco,Huacaybamba,Pinra,429,25.61,Bajo,77.3,0,0,4.440711030082042,0,3730.13,24357.300000000003,201182,0,0,5485,0,0,0.14325188653255502,0,0,-0,0.01590095940511361,0,0.01590095940511361
100323,2026-02-01,Huánuco,Dos de Mayo,Yanas,430,25.6,Bajo,77.3,0,0,4.385125951962505,0,1170.68,7485.409999999996,185697,0,0,1707,0,0,0.14238344491015445,0,0,-0,0.015804562385027143,0,0.015804562385027143
101102,2026-02-01,Huánuco,Yarowilca,Cahuac,431,25.6,Bajo,77.2,0,0,4.3935889070146885,0,418.28,2693.270000000004,5578,0,0,613,0,0,0.14251624403609772,0,0,-0,0.015819303088006848,0,0.015819303088006848
100402,2026-02-01,Huánuco,Huacaybamba,Canchabamba,432,25.59,Bajo,77.2,0,0,4.365415309446254,0,1502.25,10721.46,160788,0,0,2456,0,0,0.14207333830693786,0,0,-0,0.015770140552070103,0,0.015770140552070103
100804,2026-02-01,Huánuco,Pachitea,Umari,433,25.58,Bajo,77.1,0,0,4.323746927308907,0,6972.99,36937.76999999999,754752,0,0,8543,0,0,0.1414140046498251,0,0,-0,0.015696954516130585,0,0.015696954516130585
